;Nazwa;Kategoria;zdjecie;Cena zawiera podatek. (brutto);Opis
24;  Czarna lampa stojąca Giulie, ruchoma podstawa ;39;"https://lw-cdn.com/images/FB613EEEDCDD/k_bd6b2014c44d6c9690fbe5dbc4feca5e;w_353;h_353;q_70/czarna-lampa-stojaca-giulie-ruchoma-podstawa.jpg";652,76zł;Regulowana lampa stojąca Giulie z stylu lampy biurkowej  Ta lampa stojąca ma kilka przegubów, umożliwiających dowolne jej ustawianie, wizualnie zaś przypomina klasyczną lampę biurkową. Ma jednak też jednak zupełnie inny wymiar i wydaje się, że coś znanego zostało umieszczone tu w nowym kontekście. Jest to cecha, która była często spotykana w obiektach zorientowanych na design i która sprawia, że takie lampy stojące jak Giulie stają się czymś wyjątkowym. Tę lampę stojącą możemy umieścić obok kanapy i tym samym otrzymać przyjemne światło do czytania a zarazem lampę o stylowym wyglądzie.  Pobierz:   Instrukcja obsługi                    (296 KB) 
25;  Trójnożna lampa stojąca Devon w kolorze czarnym ;39;"https://lw-cdn.com/images/A524FCBE53AA/k_ffcb1933b5931b9f308a3af8875a6911;w_353;h_353;q_70/trojnozna-lampa-stojaca-devon-w-kolorze-czarnym.jpg"; 324,31zł ;Lampa stojąca Devon w stylu industrialnym z trójnożnym statywem i osłonami umieszczonymi z boku klosza  Devon to lampa stojąca, której wygląd nawiązuje do stylu industrialnego lub też do obrazów z dziedziny fotografii czy filmu. Lampa wygląda bowiem jak klasyczny reflektor sceniczny i umiejętnie stawia rzeczy warte zobaczenia w odpowiednim świetle. Boczne klapy czarnego klosza, umieszczone po bokach, wyglądają tu niezwykle autentycznie. Stylistyka reflektora w tej lampie zostaje wizualnie uzupełniona o filigranowy statyw lub też trójnożną podstawę.   Włącznik nożny znajduje na przewodzie zasilającym, zakończonym wtyczką.  Pobierz:   Instrukcja obsługi                    (324 KB) 
26;  Lampa podłogowa Lenius z ruchomym kloszem ;39;"https://lw-cdn.com/images/DD78CA4CE66A/k_fb003740f9bdb6749a821ea389805c39;w_353;h_353;q_70/lampa-podlogowa-lenius-z-ruchomym-kloszem.jpg";367,40zł;Industrialnie zaprojektowana lampa podłogowa Lenius z regulowanym ramieniem  Lampa podłogowa Lenius jest klejnotem wzornictwa przemysłowego. Lampa wykonana jest z metalu i prawie w całości lakierowana na kolor czarny. Wyjątkiem jest ramię lampy i gniazdo. Oba elementy lśnią w ciepłym odcieniu starego mosiądzu, który dodatkowo podkreśla industrialny wygląd. Wysokość klosza można regulować za pomocą ruchomego ramienia. Efekt industrialny jest szczególnie podkreślony przez zastosowanie dekoracyjnych żarówek z optyką żarową. Lampa wyposażona jest w wyłącznik. 
27;  Dwupunktowa lampa stojąca Ebbi z metalu ;39;"https://lw-cdn.com/images/EF93BB7C883B/k_1bd378f84c0926fa2bcb73569f553426;w_353;h_353;q_70/dwupunktowa-lampa-stojaca-ebbi-z-metalu.jpg"; 381,22zł ;Wspaniała lampa podłogowa Ebbi z nutką nostalgii i wykończeniem w kolorze starego mosiądzu  Ebbi to niewątpliwie przykład jednej z lamp, reprezentujących styl industrialny. Powierzchnia jest polakierowana na nostalgiczny kolor starego mosiądzu, a trójnożna podstawa wygląda jak statyw. Oba klosze są wyposażone w kratkę z przodu i można je swobodnie odchylać, co pozwala na indywidualne ustawienie kierunku padania światła. Przełącznik znajduje się na przewodzie lampy.  Pobierz:   Instrukcja obsługi                    (377 KB) 
28;  Lampa podłogowa Anne Dolphin czarna ;39;"https://lw-cdn.com/images/58844B681296/k_65cf4d0e993da26bff404232d59443fd;w_353;h_353;q_70/lampa-podlogowa-anne-dolphin-czarna.jpg";326,75zł;Regulowana lampa podłogowa Anne Dolphin - wzornictwo przemysłowe  Lampa podłogowa Anne Dolphin może być wizualnie przyporządkowana do stylu skandynawskiego, ale także w widoczny sposób pokazuje cechy wzornictwa przemysłowego. Z wyjątkiem wewnętrznej części klosza, która jest utrzymywana w kolorze białym dla optymalnego odbicia światła, lampa podłogowa Anne Dolphin jest całkowicie czarna lakierowana. Górna część ramy jest regulowana, podobnie jak głowica lampy. Oznacza to, że kierunek padania światła może być zawsze dostosowany do indywidualnych wymagań. Doskonałe, na przykład, jako źródło światła obok krzesła do czytania w salonie. Wyposażony w wyłącznik kablowy.  - wyposażone w gniazdo E27 dla wszystkich typów lamp 
29;  Lampa podłogowa Delhi z metalową podstawą ;39;"https://lw-cdn.com/images/C144155E8E6E/k_399d920e12e25c8e9448daf781a31465;w_353;h_353;q_70/lampa-podlogowa-delhi-z-metalowa-podstawa.jpg"; 264,96zł ;Lampa podłogowa Delhi z metalową ramą  Smukła i bez falban, lampa podłogowa Delhi szczególnie dobrze komponuje się w pomieszczeniach o szyku przemysłowym. Mała, ale solidna podstawa łączy się w smukłą metalową ramę, która ostatecznie kończy się półokrągłym kloszem. Drewniany element nadaje tutaj ciepły akcent, bawiąc się kontrastami.  Półokrągły, srebrzysty klosz świecący może być również obracany w różnych kierunkach, tak aby kącik do czytania, część mieszkalna lub komoda w korytarzu świeciły pięknym, celowo wykorzystanym światłem. Nie ma więc żadnych ograniczeń dla kreatywności w koncepcji oświetlenia domowego. 
30;  Lampa stojąca Karoli, elastyczne ramię, czarna ;43;"https://lw-cdn.com/images/A5355177D282/k_b40774f149f72fb72c4bc92b807c865e;w_353;h_353;q_70/lampa-stojaca-karoli-elastyczne-ramie-czarna.jpg"; 190,98zł ;Czarna lampa stojąca Karoli z elastyczną głowicą, idealna jako uzupełnienie minimalistycznych elementów wyposażenia i stylów aranżacji, w których dominuje nieco bardziej skandynawski design  Karoli ucieleśnia elegancki minimalizm, ponieważ z pewnością brak tu zbędnych detali, dominuje natomiast purystyczny wygląd, pełen prostej i szlachetnej elegancji. Cały korpus od głowicy aż po stopę wykonany jest z metalu i ma ciemne wykończenie o barwie matowej czerni, dzięki czemu z pewnością przyciągnie wzrok. Klosz nie przekonuje bogatymi formami, ale wręcz przeciwnie – nowoczesną prostolinijnością, a mając cylindryczny kształt, ucieleśnia swoisty uniwersalizm, który cieszy oko także po latach, gdyż nie podlega żadnej modzie. Tak wygląda prawdziwa elegancja!  Dzięki elastycznemu ramieniu głowicę można obracać w zależności od potrzeb, a tym samym wydajność świetlną można wyregulować kilkoma ruchami ręki. Ta lampa stojąca to wart uwagi element oświetleniowy, szczególnie jako lampka do czytania. Bardzo przekonująca jest także możliwość zastosowania jej jako źródła światła pośredniego, skierowanego do góry.  Pobierz:   Instrukcja obsługi                    (164 KB) 
31;  Łukowa lampa podłogowa Mateji, biały klosz ;43;"https://lw-cdn.com/images/B1B5CED09C33/k_f25bfd193e9e469d3cf03b231e7bec75;w_353;h_353;q_70/lukowa-lampa-podlogowa-mateji-bialy-klosz.jpg"; 210,49zł ;Lampa podłogowa Mateji w kształcie łuku z białym kloszem z tkaniny  Mateji jest pięknym uzupełnieniem wielu pomieszczeń. Klosz ma cylindryczny kształt i wykonany jest z materiału tekstylnego o ponadczasowej białej powierzchni, który nie tylko wygląda elegancko, ale również tworzy przytulny blask światła, ponieważ zachęca do relaksu w domowej atmosferze. Włącznik nożny znajduje się w przewodzie zasilającym, dzięki czemu lampę stojącą Mateji można obsługiwać szybko i wygodnie.   Dzięki łukowatemu kształtowi oprawa idealnie nadaje się do salonu, gdzie można ją umieścić w pobliżu kanapy, natomiast światło będzie rozchodzić się do miejsc, gdzie nie było miejsca na podstawę. Wybrana żarówka powinna pasować pod względem stylu do ogólnego wzornictwa, ponieważ otwarty klosz sprawia, że źródło światła jest dobrze widoczne. W związku z tym polecane są żarówki z technologią LED utrzymane w stylu filamentu lub rustykalnym i nawiązujące wzornictwem do klasycznej żarówki.  Pobierz:   Instrukcja obsługi                    (246 KB) 
32;  Czarna lampka do czytania Morik, złota wewnątrz ;43;"https://lw-cdn.com/images/6744FD036BB6/k_551d077a5a4dfb823d9ac01d383a642a;w_353;h_353;q_70/czarna-lampka-do-czytania-morik-zlota-wewnatrz.jpg"; 290,16zł ;Minimalistycznie wyglądająca lampka do czytania Morik z czarno-złotym kloszem  Morik bardzo dobrze pasuje do wnętrza urządzonego w stylu nowoczesnym lub skandynawskim. Wykończenie lampy jest matowoczarne, od podstawy po klosz, tylko wnętrze metalowego klosza wyróżnia się wizualnie, ponieważ jest barwione na złoto. Stwarza to aurę ciepła, która staje się jeszcze bardziej zauważalna po załączeniu lampy.   Do obsługi lampy Morik służy przycisk nożny w przewodzie zasilającym.  Pobierz:   Instrukcja obsługi                    (325 KB) 
33;  Łukowa lampa stojąca Phileas, czerń i złoto ;43;"https://lw-cdn.com/images/1A2411DEEBFA/k_a20728102b301374975e0ee2810c76b3;w_353;h_353;q_70/lukowa-lampa-stojaca-phileas-czern-i-zloto.jpg";360,08zł;Łukowa lampa stojąca Phileas, czerń i złoto  Większy rozmach we własnych czterech ścianach: Łukowa lampa stojąca Phileas dzięki swemu dużemu kloszowi wyczarowuje w pomieszczeniu duży snop światła, który idealnie nadaje się do czytania lub zapewnia oświetlenie podczas wspólnych chwil z rodziną. Złocenie od wewnątrz sprawia, że światło wydaje się niezwykle ciepłe, podczas gdy czarna część zewnętrzna wygląda bardziej powściągliwie.  Stabilna stopa lampy stojącej zapewnia stabilność przy postawieniu na podłożu. Metal jest szczególnie trwały i wytrzymały, a jego zakrzywiony kształt sprawia, że wygląda zarazem niezwykle delikatnie. Pobierz:   Instrukcja obsługi                    (347 KB) 
34;  Lindby Lennart lampa podłogowa, miedziana ;43;"https://lw-cdn.com/images/C5500E8D799C/k_5b26c212f4e624a7352cd96061b37fe2;w_353;h_353;q_70/lindby-lennart-lampa-podlogowa-miedziana.jpg"; 305,61zł ;Trendowa lampa podłogowa Lennart z żelaza w miedzi  Lampa podłogowa Lennart przekonuje uderzającym kolorem i smukłym wzornictwem. Jest on wykonany z żelaza i składa się z okrągłej podstawy, z której wznosi się smukły łuk i kończy półokrągłym kloszem. Jego korpus jest w całości wykonany z uderzającej miedzi, co nadaje mu szczególny wygląd. Do klosza lampy można włożyć żarówkę E27, która tworzy odpowiednie światło i przyjemną atmosferę. Tutaj jest to dobry pomysł, aby wybrać żarówkę, aby dać żarówki, że pewne coś. Lampa podłogowa Lennart ma włącznik na swoim przewodzie, za pomocą którego można ją łatwo włączać i wyłączać. Pozwala to na elastyczną pracę i uzyskanie odpowiedniego oświetlenia we właściwym momencie. Dla jeszcze większej elastyczności, łuk oprawy, który jest regulowany na wysokość, pozwala na regulację wysokości w zależności od potrzeb. Więc jeśli szukasz niezawodnego oświetlenia do swojego salonu, ale nie chcesz obejść się bez pewnego stopnia adaptacji, lampa podłogowa Lennart jest właściwym wyborem. Pobierz:   Instrukcja obsługi                    (2.7 MB) 
35;  Lindby Somana lampa stojąca, cylindryczna ;43;"https://lw-cdn.com/images/06FB9A222D26/k_2509b20bff26d66c0213bbb6ee61e507;w_353;h_353;q_70/lindby-somana-lampa-stojaca-cylindryczna.jpg"; 247,89zł ;Lampa podłogowa Somana z dwoma kloszami tekstylnymi w kolorze czarnym  Ta lampa podłogowa charakteryzuje się ciemną i jednocześnie prostą konstrukcją. Klosz główny wykonany z tkaniny ma kształt cylindryczny i zapewnia równomierne oświetlenie podstawowe lub akcentujące w salonie.  Mniejsze źródło światła służy jako praktyczne światło do czytania. Jego lekkie ramię może być elastycznie regulowane w swojej pozycji, co zwiększa przyjemność czytania. Lampa posiada podwójny włącznik na kablu, co pozwala na niezależne od siebie działanie dwóch lamp. Pobierz:   Instrukcja obsługi                    (527 KB) 
36;  Lucande Valina lampa sufitowa ze szkła ;36;"https://lw-cdn.com/images/A7F18DF9D637/k_b15b8c846f40cc1d87a98a11f409f414;w_353;h_353;q_70/lucande-valina-lampa-sufitowa-ze-szkla.jpg"; 247,89zł ;Lampa sufitowa Valina z kloszem o indywidualnym kształcie  Lampa sufitowa Valina prezentuje się w ciekawym wzornictwie i zachwyca kloszem. Został on wykonany ze szkła i ma bardzo indywidualnie zaprojektowany kształt. Oprawa sufitowa wykonana jest z żelaza i została pokryta wykończeniem w kolorze chromu.  Powściągliwy, a jednocześnie niepowtarzalny wygląd tej lampy daje neutralny efekt kolorystyczny i może odpowiednio dopasować się do różnych wnętrz. Valina może być wspaniale zintegrowana z własnym salonem i nadaje się również do sektora komercyjnego. Pobierz:   Instrukcja obsługi                    (309 KB) 
37;  Lucande Alexaru lampa sufitowa, 4-pkt., złota ;36;"https://lw-cdn.com/images/161238800493/k_f615357db7566a86a6af2b32369da322;w_353;h_353;q_70/lucande-alexaru-lampa-sufitowa-4-pkt-zlota.jpg"; 571,46zł ;"Czteropłomienna designerska lampa sufitowa Alexaru w szlachetnym wzorze plastra miodu i ze złotą powierzchnią  Alexaru jest jako lampa sufitowa, ale także z mocowaniem ściennym naprawdę pięknym przyciągaczem wzroku, który nie mógłby wyglądać bardziej szlachetnie i jest przy tym cudownie dekoracyjny. Wizualnie konstrukcja podzielona jest na cztery elementy, z których każdy wyposażony jest w żarówkę E27 umieszczoną pośrodku i lekko przesuniętą na wysokość. Oprawa jest produktem wysokiej jakości, wykonanym zgodnie ze standardami wzornictwa, o niepowtarzalnej charyzmie i prawdziwym charakterze obiektu, dzięki czemu stanowi coś więcej niż tylko zwykłe źródło światła na ścianie lub suficie, ale zawsze również obiekt dekoracyjny o bardzo indywidualnym i luksusowym charakterze. Równie dobrze sprawdza się w pomieszczeniach mieszkalnych, jak i w środowisku komercyjnym, np. w hotelach i restauracjach. Wygląd plastra miodu, który jest podzielony na pastylki, wygląda naprawdę ekscytująco i odpowiada jednemu z najgorętszych trendów w aranżacji wnętrz. Jednak plastry miodu nie tylko służą pięknemu wyglądowi, ale także pomagają Alexaru w magicznej grze świateł, gdy są włączone, co artystycznie przedstawia światło i cień na ścianie lub suficie. Matowa złota powierzchnia filigranowych, wysokiej jakości przetworzonych plastrów miodu podkreśla szlachetny efekt lampy ściennej i nadaje jej szczególnie ciepły, przytulny wyraz.  Jeśli chcesz harmonijnie dopełnić stylowe wrażenie, polecamy lampy LED z lustrzanym odbiciem, które z jednej strony zużywają niewiele prądu, a z drugiej są dostępne w szczególnie ciepłych barwach światła. Ponadto lustrzane odbicie głowy tego typu oświetlaczy wzmacnia szlachetny efekt świetlny i redukuje do minimum efekt olśnienia, a w przypadku zastosowania jako lampa sufitowa daje wyłącznie pośrednie światło, co zawsze jest cenione, gdy chcemy stworzyć atmosferę pełną przytulności.  Unikalny produkt designerski zgodny z hasłem ""Midcentury meets Loft""!  "
38;  Lucande Limana kryształowa lampa sufitowa, 50 cm ;36;"https://lw-cdn.com/images/4E81B4E6A3FB/k_321c28aabcffce706c6a2fa954ff8018;w_353;h_353;q_70/lucande-limana-krysztalowa-lampa-sufitowa-50-cm.jpg"; 978,78zł ;Lampa sufitowa Limana o sześciokątnym świetle i kloszu kryształowym  To piękne źródło światła wnosi do pokoju szczególny charakter, który zdecydowanie warto zobaczyć. Rama wykonana jest z litego żelaza, a abażur z cennego kryształu. Filigranowe elementy krystaliczne zapewniają indywidualną grę światła na ścianach i suficie.  Wyposażony w sześć palników, Limana może być wyposażony zarówno w źródła światła z funkcją ściemniania, jak i bez funkcji ściemniania - wybór pozostawiamy użytkownikowi. Szczególnie dobrze nadają się jednak źródła światła LED, które dzięki swojej technologii są szczególnie energooszczędne. Oprawa ta może być stosowana zarówno w domu jak i w biznesie. Pobierz:   Instrukcja obsługi                    (493 KB) 
39;  Lucande Limana kryształowa lampa sufitowa, 36 cm ;36;"https://lw-cdn.com/images/A4DC0C59C06C/k_19bba61f7798b77ce048b9c8ce7431c3;w_353;h_353;q_70/lucande-limana-krysztalowa-lampa-sufitowa-36-cm.jpg"; 589,35zł ;Kryształowe światło sufitowe Limana wyczarowuje na suficie szczególny nastrój  Dzięki swojemu cennemu kloszowi lampa sufitowa Limana przyciąga wszystkie oczy. Jego rama została wykonana z solidnego żelaza, a abażur składa się z wielu kryształowych elementów. Przynoszą one bardzo ciekawe efekty świetlne na suficie i ścianach, które zapewniają szczególną atmosferę.  Wewnątrz klosza ukryte są w sumie cztery palniki, które mogą być wyposażone w żarówki G9. W przypadku zastosowania żarówek z możliwością ściemniania, w razie potrzeby można zmienić jasność oprawy i w ten sposób dostosować warunki oświetleniowe do własnych potrzeb. Pobierz:   Instrukcja obsługi                    (475 KB) 
40;  Lucande Alexaru lampa sufitowa 6-pkt złota okrągła ;36;"https://lw-cdn.com/images/923D8D529D0F/k_7638b2810259be8df4429ddeb7eac624;w_353;h_353;q_70/lucande-alexaru-lampa-sufitowa-6-pkt-zlota-okragla.jpg"; 913,74zł ;Duża designerska lampa sufitowa Alexaru w optyce plastra miodu, wykończenie w kolorze złotym, sześciopłomienna - Midcentury meets Loft  Alexaru uosabia indywidualny język designu i jest dużą, prawie okrągłą lampą sufitową, która należy do bardzo dekoracyjnej serii oświetleniowej i ma wyraźny charakter obiektu. Dzięki temu oprawa może być stosowana zarówno w prywatnych pomieszczeniach mieszkalnych, jak i w miejscach publicznych, np. hotelach, restauracjach, galeriach i muzeach, stanowiąc nie tylko źródło światła, ale także element dekoracyjny o luksusowym charakterze. Sześć połączonych ze sobą, ale wizualnie nieco oddzielonych od siebie elementów tworzy razem korpus tej lampy sufitowej, który składa się z wielu matowych plastrów miodu w odcieniu złota, charakteryzujących się bardzo wysoką jakością wykończenia, przy czym struktura plastra miodu należy do najgorętszych trendów naszych czasów. Cały design lampy sprawia wrażenie bardzo luksusowego, a matowa powierzchnia w pięknym złotym odcieniu podkreśla ten efekt i wzbogaca lampę, która nadaje się również do montażu na ścianie, o ciepły wyraz.  Jednak to nie tylko wygląd stanowi o wyjątkowości tej oprawy, również efekt świetlny jest prawdziwie magiczny dzięki strukturze plastra miodu i przypomina grę światła i cienia. Jest to jeszcze bardziej widoczne w przypadku lamp LED do lusterek przednich, ponieważ światło jest wtedy silniej kierowane na estetyczną strukturę na ścianie lub suficie i doskonale ją oświetla. Ponadto do minimum zredukowano w ten sposób efekt olśnienia, a w przypadku montażu na suficie emitowane jest nawet całkowicie pośrednie światło, które sprawia niezwykle przytulne wrażenie. Ponadto lampy LED są zazwyczaj trwałe, energooszczędne i można je nabyć w wyjątkowo ciepłych barwach światła. 
41;  Artemide Teti designerska lampa sufitowa, biała ;36;"https://lw-cdn.com/images/86A8E7CA250C/k_6f0c1c5afaf8e32ba52aa2e0fc01e927;w_353;h_353;q_70/artemide-teti-designerska-lampa-sufitowa-biala.jpg"; 180,41zł ;Lampa ścienna i sufitowa Teti firmy Artemide  Model Teti projektanta Vico Magistretti jest projektem, który pierwotnie powstał w roku 1970. Redukcja do tego, co najistotniejsze jest wciąż wyrazem stylu, który zarówno wówczas, jak i obecnie zyskuje wielu zwolenników. Lampa ścienna Teti składa się zasadniczo tylko z oprawy z kolistą obudową wykonaną z białego lśniącego poliwęglanu - wystarczy włożyć odpowiednią żarówkę - gotowe. Naturalnie w przypadku lampy bez klosza ważne jest zastosowanie dekoracyjnej żarówki, aby zachować estetykę całej lampy.   Teti może być stosowana zarówno jako lampa ścienna, jak i jako lampa sufitowa.   Projekt lampy Teti pochodzi od projektanta i architekta Vico Magistretti, który poza tym, że był projektantem, pracował również jako planista miejski. Vico Magistretti za życia pracował m. in. dla Artemide. Tam również powstała lampa ścienna i sufitowa Teti. Artemide należy do grona najbardziej znanych na świecie producentów lamp designerskich. Oprócz słynnych projektantów, podstawę sukcesu lamp Artemide tworzą własne zakłady produkcyjne, fabryki szkła oraz własne centrum innowacji i badań.  Pobierz:   Specyfikacja techniczna                    (85 KB)    Instrukcja obsługi                    (345 KB)    Instrukcja obsługi 2                    (345 KB)    Photometric Data LDT                    (7 KB) 
42;  Lindby Aylis lampa sufitowa czarna, drewno, 3-pkt. ;40;"https://lw-cdn.com/images/01900008780D/k_e33d4e6b276a5bfcdf47ab9a338adee9;w_353;h_353;q_70/lindby-aylis-lampa-sufitowa-czarna-drewno-3-pkt.jpg"; 247,89zł ;Lampa sufitowa Aylis z trzema czarnymi metalowymi kloszami i jasną drewnianą płytą  Aylis przekonuje atrakcyjnym wzornictwem, które stylistycznie pięknie przypomina styl przemysłowy, który coraz częściej znajduje zastosowanie nie tylko w loftach, ale także w zwykłych mieszkaniach. Klosze wykonane są z czarnego metalu i wyposażone są w kilka przegubów i śrub. Pozwala to również na obracanie i wychylanie źródeł światła do momentu uzyskania obrazu świetlnego spełniającego osobiste wymagania. Ładnym dodatkiem do wyglądu jest jasna płyta sufitowa ze sklejki, dzięki czemu lampa sufitowa również ucieleśnia naturalną nutę, która harmonijnie kontrastuje z czarną, metalową powierzchnią.     Pobierz:   Instrukcja obsługi                    (384 KB) 
43;  Lindby Aylis lampa sufitowa czarna, drewno, 2-pkt. ;40;"https://lw-cdn.com/images/587F0D06642C/k_6bb71b7317edc9799fb86a57bc3ca80b;w_353;h_353;q_70/lindby-aylis-lampa-sufitowa-czarna-drewno-2-pkt.jpg"; 164,96zł ;2-punktowa lampa sufitowa Aylis z kloszem z czarnego metalu i elementem ze sklejki  Aylis to lampa sufitowa, której ogólny wygląd przypomina styl przemysłowy. Klosze są wykonane z metalu i mają typowe dla tego stylu śruby i złącza, a także matową, czarną powierzchnię. Płyta sufitowa wykonana z jasnej sklejki służy jako kontrastujące, a jednocześnie harmonijne uzupełnienie, nadając całej konstrukcji naturalny wygląd. Dwa klosze można obracać i wychylać w zależności od potrzeb w celu precyzyjnego ustawienia.  Pobierz:   Instrukcja obsługi                    (258 KB) 
44;  Lampa sufitowa Louisanne, styl industrialny ;40;"https://lw-cdn.com/images/30EF0B39260E/k_50b6ff6fc03ac2426d3e18cda85ed890;w_353;h_353;q_70/lampa-sufitowa-louisanne-styl-industrialny.jpg"; 305,61zł ;Industrialnie wyglądająca lampa sufitowa Louisanne, wykonana z metalu w kolorze szarego betonu  Louisanne rzeczywiście wygląda jak lampa sufitowa o antycznym charakterze, ponieważ zastosowano tu znane formy rodem z przeszłości. Ponadto powierzchnia metalowego klosza opatrzona została betonowoszarym wykończeniem, które ma charakter industrialny. Louisanne jest więc lampą sufitową, która może być łączona zarówno ze stylami industrialnymi, jak i elementami antycznymi. Pobierz:   Instrukcja obsługi                    (437 KB) 
45;  Lindby Aylis lampa sufitowa czarna, drewno, 4-pkt. ;40;"https://lw-cdn.com/images/8A0A72F04110/k_409390df1e47d82656174837e3d3b0c8;w_353;h_353;q_70/lindby-aylis-lampa-sufitowa-czarna-drewno-4-pkt.jpg"; 344,63zł ;4-punktowa lampa sufitowa Aylis z czarnymi kloszami i płytą sufitową ze sklejki  Aylis to lampa sufitowa, która ucieleśnia coraz bardziej popularny styl industrialny. Zawdzięcza to przede wszystkim metalowym kloszom z ich matowo-czarną powierzchnią oraz widocznym połączeniom i wkrętom, które służą nie tylko do obracania i wychylania kloszy, ale także specyficznemu wyglądowi lampy. Jednak płyta sufitowa nie jest czarna jak reszta, lecz wykonana z atrakcyjnej sklejki o jasnej powierzchni. Styl przemysłowy uzupełniony jest naturalną nutą, która stanowiąc kontrast, nie jest pozbawiona pewnej harmonii. Pobierz:   Instrukcja obsługi                    (244 KB) 
46;  3-punktowa lampa sufitowa LED Tamin, rdzawy brąz ;40;"https://lw-cdn.com/images/47BBAD20BE42/k_da37f3159c0e209bf0d738f67bccd985;w_353;h_353;q_70/3-punktowa-lampa-sufitowa-led-tamin-rdzawy-braz.jpg"; 418,62zł ;Lampa sufitowa LED Tamin w kolorze rdzy, z kloszami za siatką, wykonana z metalu, z żarówkami G9  Tamin jest wyposażona w żarówki LED G9, które z jednej strony oszczędzają energię, a z drugiej umożliwiają zmianę jasności światła za pomocą zewnętrznego ściemniacza. Optycznie ta lampa sufitowa LED łączy w sobie industrialny charakter z antykiem. Industrialny urok lampy zawdzięczamy przede wszystkim osłonom z siatki. Rdzawe wykończenie z kolei nie tylko wydaje się oryginalne, ale także wywołuje nostalgię u obserwatora, który ma wrażenie, że patrzy na lampę mającą już kilkadziesiąt lat.   Klosze o powierzchni w kolorze mroźnej bieli zapewniają równomierne rozchodzenie się światła.    Pobierz:   Instrukcja obsługi                    (314 KB) 
47;  2-punktowa lampa sufitowa LED Tamin, szary dymny ;40;"https://lw-cdn.com/images/042E3ADA1794/k_de9f2d2257d37173cef56a1fe3e0e27b;w_353;h_353;q_70/2-punktowa-lampa-sufitowa-led-tamin-szary-dymny.jpg"; 290,16zł ;Lampa sufitowa LED Tamin o industrialnym wyglądzie, z dwoma kloszami opatrzonymi siatką i ściemnianymi żarówkami G9  Tamin to lampa sufitowa LED, którą, jeśli chcemy, możemy zamontować także na ścianie. W wyglądzie lampy dominuje nuta industrialna. Efekt ten wywołuje nie tylko siatka, stanowiąca część kloszy. Kolejna osłona wykonana z białego mrożonego szkła zapewnia równomierne rozprowadzenie światła i efekt przyjemny dla oka. Dwa metalowe klosze można zarówno obracać, jak i odchylać, co pozwala na indywidualne ustawienie kierunku padania światła.   Żarówki G9 z technologią LED są energooszczędne, a jasność można regulować za pomocą zewnętrznego ściemniacza, co pozwala na lepszą ustawienie oświetlenia w pomieszczeniu i uzyskanie odpowiedniego nastroju. Pobierz:   Instrukcja obsługi                    (423 KB) 
48;  Joline - piękna lampa sufitowa LED ;44;"https://lw-cdn.com/images/A9D86E8F13DC/k_e2f6c0fc3fdcc98c31243443f1a99cf2;w_353;h_353;q_70/joline-piekna-lampa-sufitowa-led.jpg"; 343,82zł ;Idealna do kuchni, korytarza i salonu - lampa sufitowa LED Joline  Lampę sufitową LED Joline można określić jako niezwykle delikatną, o purystycznym designie. Wąski pierścień przypominający precel łączy się z okrągłym zamocowaniem sufitowym, tworząc lampę. Brzmi skromnie, ale efekty są znakomite. Warto wspomnieć, że zdobiące pierścień diody LED dają stosunkowo równomierne światło. Chromowana powierzchnia o wysokim połysku nadaje lampie niezwykle elegancki wygląd. Bardo stylowa, nowoczesna oprawa do wnętrz! Pobierz:   Instrukcja obsługi                    (415 KB) 
49;  Lindby Joffrey lampa sufitowa, 5-pkt., czarna ;44;"https://lw-cdn.com/images/BE1C2FA22A43/k_53323cea2478e8b1a61828d940e7245f;w_353;h_353;q_70/lindby-joffrey-lampa-sufitowa-5-pkt-czarna.jpg"; 308,05zł ;Lampa sufitowa Joffrey równomiernie rozprowadza światło  Prosta, nowoczesna i klasycznie ponadczasowa - taka jest lampa sufitowa Joffrey . Składa się on z kątowej płyty sufitowej, do której przymocowane są dwa metalowe pręty. Krzyżują się one na środku, dzięki czemu wystają daleko w głąb pomieszczenia. Oprawy oświetleniowe są równomiernie rozmieszczone na rozpórkach. Zapewnia to nie tylko harmonijny wygląd ogólny, ale również idealny rozsył światła. Oznacza to, że Joffrey może bez problemu oświetlać również większe pomieszczenia. Kolejną zaletą jest to, że oprawy oświetleniowe są inaczej ustawione i można je regulować. Oznacza to, że żaden zakątek nie jest pozostawiony w ciemności. Pobierz:   Instrukcja obsługi                    (379 KB) 
50;  Lampa sufitowa LED Venida, czarna, dwa kwadraty ;44;"https://lw-cdn.com/images/6A3605F1AF89/k_3c247c015baa622e4dbbeab8b3182321;w_353;h_353;q_70/lampa-sufitowa-led-venida-czarna-dwa-kwadraty.jpg";326,75zł;
51;  Lampa sufitowa LED Frame, pilot, czarna ;44;"https://lw-cdn.com/images/5EDFC16F9F2A/k_3a60fd29e339fca984bc4fd15de98481;w_353;h_353;q_70/lampa-sufitowa-led-frame-pilot-czarna.jpg"; 398,29zł ;
