;Nazwa;Kategoria;zdjecie;Cena zawiera podatek. (brutto);Opis
31;  Lucande Lian lampa wisząca LED, złota oksydowana ;34;"https://lw-cdn.com/images/D41A6A9B3169/k_fce8192b170f0e0e2835d486929d5a84;w_353;h_353;q_70/lucande-lian-lampa-wiszaca-led-zlota-oksydowana.jpg"; Special Price  1712,93zł ;Lampa wisząca belka o regulowanej wysokości Lian ze złotą oksydowaną powierzchnią i ściemnianymi diodami LED o barwie ciepłej bieli  Lian jest ekskluzywną lampą do jadalni, która ze względu na misterne ręczne utlenianie powierzchni uzyskuje wyraźny charakter vintage i przypomina zardzewiałą powierzchnię. Obie przesłony wykonane z aluminium są pięknie wygięte i umieszczone naprzeciwko siebie, dzięki czemu światło lampy wiszącej LED wydostaje się w górę i w dół, tworząc przyjemne oświetlenie dookoła. Jeśli zainstalowany jest zewnętrzny ściemniacz z trybem odcinania fazy lub fazowo-kątowy, istnieje możliwość zmiany jasności diod LED o barwie ciepłej bieli w zależności od potrzeb.   Wysokość zawieszenia można również zmieniać na bieżąco w zakresie od 105 cm do 195 cm, przy użyciu zintegrowanej techniki linki pociągowej. Dodatkowo przestrzeń połączeniowa w puszce sufitowej jest bardzo duża, co sprawia, że instalacja lampy, która jest zaprojektowana do przyjemnego oświetlenia jadalni, jest wygodna i prosta. Dzięki technologii LED można zagwarantować bardzo dobrą wydajność, dzięki czemu przy wysokiej jasności światła zużywana jest stosunkowo niewielka ilość energii elektrycznej.   Lian to wysokiej jakości lampa wisząca LED, która została wyprodukowana w Niemczech zgodnie z najwyższymi standardami jakości i nie tylko zapewnia piękny obraz świetlny, ale także dzięki swojemu wyglądowi przyciąga wzrok. Indeks barw (CRI 90) jest wyjątkowo wysoki, dzięki czemu kolory są prezentowane w świetle LED w sposób możliwie niezafałszowany.  Pobierz:   Instrukcja obsługi                    (463 KB) 
32;  Lucande Filoreta lampa wisząca, 35 cm, biała ;34;"https://lw-cdn.com/images/5D874B58C1DF/k_196415e88b68b35d9d5d974973a61d2b;w_353;h_353;q_70/lucande-filoreta-lampa-wiszaca-35-cm-biala.jpg"; Special Price  247,89zł ;Biały wisior designerski Filoreta w okrągłym odcieniu metalu i mosiężnych detali - idealny nad stołem w kuchni  Jeśli chodzi o styl, to lampę wiszącą Filoreta można z pewnością sklasyfikować jako wzór z połowy wieku, który opiera się na wnętrzach z połowy dekad ubiegłego wieku i może być uznany w latach 40, 50 i 60. Charakteryzuje się on m.in. zredukowanymi kształtami geometrycznymi, które również tutaj można dostrzec, ponieważ metalowy klosz, mimo że ma kształt okrągły, jest całkowicie płaski, a zatem charakteryzuje się również pewną prostoliniowością. Ponadto metalowy klosz, który jest szczególnie ciężki i ma solidną konstrukcję, zapewnia, że światło wydostaje się tylko na dół i oświetla znajdujący się tam obszar w sposób skoncentrowany i jasny, podczas gdy w innym przypadku światło jest pozbawione olśnień i jest odbierane jako bardzo przyjemne.   Matowe, białe wykończenie metalu jest ponadczasowe i charakteryzuje się harmonią, a elementy ze szczotkowanego mosiądzu i tekstylny kabel w tym samym kolorze uzupełniają wygląd o niewielki kontrast. Oczywiste jest, że oprawa została zaprojektowana z dbałością o szczegóły, a każdy z nich na swój sposób przyczynia się do luksusowego wyglądu serii. Pobierz:   Instrukcja obsługi                    (366 KB) 
33;  Lucande Sakina lampa wisząca LED czarna Ø 58cm ;34;"https://lw-cdn.com/images/D340C26B4ECB/k_dd5e24c808426b0a700555630077b8d7;w_353;h_353;q_70/lucande-sakina-lampa-wiszaca-led-czarna-o-58cm.jpg"; Special Price  571,46zł ;Lampa wisząca LED Sakina o ciekawym kształcie w piaskowej czerni  Lampa wisząca LED Sakina jest modnym elementem wyposażenia i źródłem światła o praktycznych funkcjach. Korpus lampy jest wykonany z żelaza i aluminium i jest utrzymywany w kolorze czarnym piaskowym. Jego rzucający się w oczy kształt składa się z wydłużonej rozpórki, która krąży wokół siebie w sposób wymiatający. Wzdłuż tego pręta zamontowane są na stałe diody LED, które dzięki swojemu specjalnemu kształtowi generują ciepłe, białe światło, które jest atrakcyjnie rozmieszczone w pomieszczeniu. Za pomocą włącznika ściennego możliwe jest włączanie i wyłączanie światła jak zwykle. Dzięki 3-stopniowej technologii ściemniania ze zintegrowaną funkcją wyłączania, można ją również przyciemnić do trzech różnych poziomów jasności poprzez wielokrotne naciskanie przełącznika: 100 %, 40 % i 10 %. Nowoczesny i nieco zabawny wygląd oprawy wiszącej Sakina LED można łatwo zintegrować z szeroką gamą stylów aranżacji wnętrz. Stawia atrakcyjne akcenty na sufitach mieszkań i przekształca każde pomieszczenie w coś bardzo wyjątkowego. 
34;  Lucande Valina lampa wisząca ze szkła, 1-punktowa ;34;"https://lw-cdn.com/images/E8D1B143EE01/k_ba3c17cfca18548fa984a2c5f0315e93;w_353;h_353;q_70/lucande-valina-lampa-wiszaca-ze-szkla-1-punktowa.jpg"; Special Price  229,19zł ;Lampa jednopłomieniowa wisząca Valina z kloszem szklanym  Lampa wisząca Valina prezentuje się w prostym, ale imponującym wyglądzie. Wspornik sufitowy i zawieszenie są wykonane z żelaza i zostały pokryte wykończeniem w kolorze chromu. Są one zaprojektowane dość dyskretnie, tak aby na pierwszym planie znalazł się dobrze ukształtowany klosz ze szkła.  Ponieważ iluminant jest częściowo widoczny przez szklany klosz, zaleca się stosowanie dekoracyjnego iluminanta. Na przykład, oświetlacze w optyce żarniwnej są wspaniałe, aby podkreślić charakter tej lampy. Valina może znaleźć swoje miejsce zarówno w użytku prywatnym, jak i w biznesie. Pobierz:   Instrukcja obsługi                    (285 KB) 
35;  Złota lampa wisząca AURA - made in Germany ;34;"https://lw-cdn.com/images/0060D6693D21/k_7cb410fc0ff459ae72540410a1a3236e;w_353;h_353;q_70/zlota-lampa-wiszaca-aura-made-in-germany.jpg"; Special Price  1143,01zł ;Wyjątkowa lampa wisząca Aura pokryta złocistymi płatkami metalu  Lampa ma średnicę 50 cm i bardziej przypomina złociste dzieło sztuki niż tradycyjny element oświetlenia. Doprawdy trudno dorównać ekskluzywnemu charakterowi jej korpusu, pokrytego płatkami metalu. Wysokiej jakości klosz lampy Aura został wykończony od góry i dołu płytkami rozpraszającymi , które przepuszczają światło i zapewniają równomierne, jednorodne oświetlenie otoczenia. Umieszczone wewnątrz źródła światła E27 (nie znajdują się w zestawie) nie są bezpośrednio widoczne, dzięki czemu lampa zapewnia wyłącznie pośrednie oświetlenie.   Płatki metalu w kolorze złotym zostały ręcznie nałożone na korpus. Gdy tylko się ją włączy, lampa zapewnia niezwykły efekt świetlny. Światło przenika na zewnątrz przez niezliczone szczeliny w powierzchni utworzonej przez złotą strukturę metalowych płatków. Każda z lamp serii Aura jest wyjątkowa, ponieważ płatki metalu nigdy nie tworzą takiego samego wzoru na powierzchni oprawy. Aura to lampa wisząca, która od razu urzeknie domowników niezwykłym wyglądem i grą światła. Kształt kabla, prowadzącego od klosza do skrzynki przyłączeniowej, może, zależnie od preferencji użytkowników, tworzyć prostą lub silnie wygiętą linię. Skrzynka przyłączeniowa wyposażona jest w trzy zaślepki linki, za pomocą których można regulować długość zawieszenia, zarówno podczas instalacji, jak i potem. 
174;  Okrągła lampa wisząca-latarnia RIEKA, 25 cm ;46;"https://lw-cdn.com/images/927B7298D7FA/k_f1d8ad0304975f1ebe4fac53239528ca;w_353;h_353;q_70/okragla-lampa-wiszaca-latarnia-rieka-25-cm.jpg"; Special Price  993,41zł ;Lampa wisząca RIEKA w formie okrągłej latarni, śr. 25 cm  Piękna latarnia RIEKA prezentuje się niezwykle stylowo i elegancko. Jest wykonana z brązowego metalu oraz przezroczystego szkła. Doskonale pasować będzie do gustownych wnętrz, w których dzięki trzem żarówkom w kształcie świeczek zapewni nastrojowe, przytulne oświetlenie otoczenia. Całkowita wysokość lampy RIEKA wynosi 120 cm. Odpowiednia długość łańcuchów może być dostosowana podczas montażu.   
175;  Mieniąca się szklana lampa wisząca Bulb, chrom ;46;"https://lw-cdn.com/images/275305C18924/k_31a22519b9f64d0679c21d81263676b4;w_353;h_353;q_70/mieniaca-sie-szklana-lampa-wiszaca-bulb-chrom.jpg"; 156,02zł ;Zapewni nostalgiczny nastrój: lampa wisząca Bulb  Absolutnie intrygująca - to właśnie lampa wisząca Bulb, która nie bez powodu właśnie tak została nazwana, ponieważ kształt klosza przypomina wielką żarówkę Edisona. Ta „żarówka” została wypełniona połyskującymi metalowymi drucikami, które dopełniają nostalgicznego wyglądu lampy przypominając, że w tej pierwszej żarówce istniał żarnik.   Dzięki takiemu wyglądowi lampa nie tylko jest doskonałą dekoracją, ale również zapewnia równomierne oświetlenie, ponieważ we wnętrzu klosza mieści się źródło światła E27.   Dzięki zastosowaniu ściemnianej żarówki i połączeniu z odpowiednim ściemniaczem ściennym można dowolnie dopasować jasność oświetlenia do pory dnia lub nastroju. 
176;  Kolor miedzi, lampa wisząca Rocamar ;46;"https://lw-cdn.com/images/2179CCFB0C2F/k_89cf35c08bbe7f263839bd523ba2f07e;w_353;h_353;q_70/kolor-miedzi-lampa-wiszaca-rocamar.jpg"; Special Price  211,30zł ;Półkulista lampa wisząca Rocamar w kolorze miedzi  Bardzo klasyczny kształt w całkowicie nowoczesnym kolorze – lampa wisząca Rocamar to prawdziwy przyciągający wzrok. Ta lampa Rocamar, wykonana ze stali i pomalowana na błyszczący miedziany kolor, może być uniwersalnie stosowana we wszystkich rodzajach pomieszczeń. W oprawie E27, w którą wyposażona jest lampa, można umieszczać tradycyjne żarówki żarnikowe, żarówki energooszczędne lub nowoczesne żarówki LED. 
177;  Jednopunktowa lampa wisząca LED ROCIO ;46;"https://lw-cdn.com/images/3796ABF26B42/k_fc103663851bd95cc1035948622995bf;w_353;h_353;q_70/jednopunktowa-lampa-wiszaca-led-rocio.jpg"; 409,67zł ;Jednopunktowa lampa wisząca LED ROCIO z kloszem w kształcie kropli w złotym kolorze.  Lampę wiszącą LED ROCIO tworzy klosz w kształcie kropli z masywnego szkła ozdobionego wewnątrz bąbelkami powietrza. Klosz wykończony jest metalowym elementem w złotym kolorze. Zawieszenie wynosi maks. 120 cm.   
178;  Westinghouse lampa wisząca 6345840 szklany klosz ;46;"https://lw-cdn.com/images/0907D8E03691/k_23881180b7931359a59082e06961f518;w_353;h_353;q_70/westinghouse-lampa-wiszaca-6345840-szklany-klosz.jpg"; Special Price  170,65zł ;Elegancka szklana lampa wisząca z nowoczesnym akcentem  Ta oprawa oferuje harmonijny ogólny obraz charakteryzujący się lekkością i elegancją. Jasność tworzy przezroczysty klosz. Jest ona przymocowana do wąskiego, nie rzucającego się w oczy zawieszenia, przez które oprawa wydaje się unosić. Okrągły szklany klosz czyni oprawę elegancką. Niklowany daszek, uzupełniony przez oprawę w tym samym kolorze, nadaje oprawie również elegancki wygląd.   Podsumowując, lampa ta jest wspaniałym, wszechstronnym urządzeniem, które doskonale pasuje do nowoczesnego salonu. 
179;  Lampa wisząca KINGA o klasycznym kształcie, nikiel ;46;"https://lw-cdn.com/images/53D0A4BD597E/k_44017d731037ed00121a4cee2080144c;w_353;h_353;q_70/lampa-wiszaca-kinga-o-klasycznym-ksztalcie-nikiel.jpg"; Special Price  235,69zł ;Lampa wisząca w kształcie półkuli KINGA z pięknym kloszem z mlecznego szkła  Dzięki estetycznemu kloszowi z mlecznego szkła i elementom metalowym z mosiężną i niklowaną powierzchnią lampy z serii KINGA są niezwykle stylowe i zapewniają delikatne, miękkie oświetlenie pomieszczenia. Ekskluzywna lampa wisząca, która pozwoli na wyczarowanie przytulnej atmosfery.  
180;  Lucande Elif lampa stojąca biała cylinder natural ;35;"https://lw-cdn.com/images/A3DCBEDAA788/k_7cc40bb6f1229e057d45a4fb29c42fdd;w_353;h_353;q_70/lucande-elif-lampa-stojaca-biala-cylinder-natural.jpg"; Special Price  1522,68zł ;Elegancka lampa stojąca Elif z ręcznie wykonaną kolumną z litego drewna  Szlachetne drewno dębowe, naturalnie barwione i misternie wykonane ręcznie, jest tutaj elegancko i stylowo uzupełnione kloszem z białej tkaniny i połączone w ponadczasową lampę stojącą, która zapewnia przyjemne światło otoczenia. Dzięki białemu kloszowi z chintz, światło świeci przyjemnie miękko i oferuje odpowiednie oświetlenie dla przyjemnych wieczornych godzin.   Dzięki swojemu naturalnemu wzornictwu, lampa stojąca Elif zapewnia również szczególną, kreatywną nutę, która może być zintegrowana z wieloma współczesnymi koncepcjami wyposażenia wnętrz. Czy to w przytulnym domku na wsi, czy w nowocześnie urządzonych, czy też wyposażonych w skandynawskim stylu pokojach dziennych, wysokiej jakości lampa podłogowa wszędzie przyciąga wzrok. Jednocześnie, Elif jest zdecydowanie prosty, bardzo elegancki i bardzo harmonijny dzięki doborowi poszczególnych materiałów. Oprócz klosza z tkaniny i drewnianej kolumny, okrągła stalowa podstawa nie tylko zapewnia wystarczającą stabilność, ale także doskonale dopełnia ogólny wygląd lampy podłogowej Elif dzięki matowemu niklowemu akcentowi kolorystycznemu.  Lampę podłogową można wygodnie i łatwo włączać i wyłączać za pomocą przełącznika, który jest umieszczony bezpośrednio na oprawie. NW ten sposób światło można obsługiwać na przykład z ulubionego fotela bez konieczności wstawania.   Elif to wysokiej jakości lampa stojąca, która jest produkowana w Niemczech. Oprócz stolarki, która jest wykonywana ręcznie, Elif oferuje również klosz wyposażony w specjalną folię trudnopalną. Projekt, funkcja i dobór materiałów - wysokiej jakości obróbka made in Germany.  Pobierz:   Instrukcja obsługi                    (1.3 MB) 
181;  Lucande Anjita lampa podłogowa, szklany klosz ;35;"https://lw-cdn.com/images/2DBBC74B49D0/k_3a7550c28a6942560f8fe40e4e71afd4;w_353;h_353;q_70/lucande-anjita-lampa-podlogowa-szklany-klosz.jpg"; Special Price  305,61zł ;Wygięta lampa stojąca Anjita ze szklanym kloszem i czarną podstawą  Anjita przekonuje już na pierwszy rzut oka i jest lampą podłogową, która może być wkomponowana zarówno w nowoczesne otoczenie, jak również stosowana tam, gdzie styl vintage dominuje we wnętrzu. Lampa stojąca składa się z przezroczystego, atrakcyjnie ukształtowanego szklanego klosza i zakrzywionej podstawy, która wydaje się dość filigranowa i ostatecznie kończy się okrągłą, stabilną metalową stopą. Dzięki temu uzyskuje się atrakcyjny, a jednocześnie dyskretny wygląd. Szczególnie atrakcyjna jest dobrze widoczna przez szkło oprawa lampy w mieniącym się mosiężnym kolorze, który pięknie kontrastuje kolorystycznie, tworząc trójskładnikowy wygląd, który czyni lampę stojącą czymś wyjątkowym. Żarówki filament z technologią LED są odpowiednimi źródłami światła nie tylko ze względu na swoją wydajność, ale także stylowo uzupełniają ogólny wygląd, ponieważ przypominają stare dobre żarówki tradycyjne.  Pobierz:   Instrukcja obsługi                    (1.7 MB) 
182;  Lampa stojąca LED Marija, szlachetne srebro ;35;"https://lw-cdn.com/images/7171CE2E0F5D/k_2812e43fbb86c1d8fa361a1b6811849c;w_353;h_353;q_70/lampa-stojaca-led-marija-szlachetne-srebro.jpg"; 1051,14zł ;Srebrna harmonia kolorów: lampa stojąca LED Marija zapewnia szlachetne oświetlenie  Ta lampa stojąca Marija, będąca lampą bardzo smukłą, to doskonały wybór dla każdego użytkownika będącego miłośnikiem nowoczesnego stylu aranżowania wnętrz. Okrągła podstawa i zakrzywiona metalowa przesłona są płaskie i srebrne, podobnie jak element oświetleniowy. Oba elementy są wygięte w przeciwnych kierunkach, co nadaje temu przedmiotowi miłą dla oka przestrzenną głębię. Dzięki takiemu połączeniu kolorów i kształtów, lampa stojąca LED Marija podkreśla szlachetną atmosferę i nie traci nic ze swojego efektu nawet w stanie wyłączonym. Oczywiście, późnym wieczorem, po zmierzchu wyrafinowany wygląd lampy staje się szczególnie widoczny. Lampa może być ściemniana w trzech stopniach.  Pobierz:   Instrukcja obsługi                    (308 KB) 
183;  Lucande Sotiana lampa stojąca szklane kule mosiądz ;35;"https://lw-cdn.com/images/8766DDFE3493/k_44e48f73885eaf048135f89476d62aa1;w_353;h_353;q_70/lucande-sotiana-lampa-stojaca-szklane-kule-mosiadz.jpg"; Special Price  534,07zł ;2-punktowa lampa podłogowa Sotiana z dwiema szklanymi kulami, szlachetny styl vintage  Sotiana to lampa podłogowa, która szczególnie pięknie się prezentuje dzięki swojemu eleganckiemu wyglądowi i stanowi prawdziwą ozdobę salonów. Z boku od wąskiego, czarnego metalowego drążka odchodzą dwa klosze, każdy składający się z przezroczystej szklanej kuli i zamontowany na różnych wysokościach. Wzornictwo uosabia pewien klasyczny wygląd i jest dekoracyjnie uzupełnione elementami metalowymi o szlachetnym wykończeniu powierzchni z mosiądzu. Ze względu na szklaną konstrukcję zalecane są atrakcyjne żarówki filament w kształcie kropli, które pięknie podkreślają ogólny wygląd.  
184;  Lucande Elif lampa stojąca biała kątowa kolonialna ;35;"https://lw-cdn.com/images/A834A502D22D/k_9899d5b9ac68cfacffc727f0f8c6858f;w_353;h_353;q_70/lucande-elif-lampa-stojaca-biala-katowa-kolonialna.jpg"; Special Price  1332,44zł ;Stylowa lampa stojąca Elif z kwadratową drewniana kolumną z dębu kolonialnego  Cylindryczny klosz lampy stojącej Elif jest wykonany z wysokiej jakości, wytrzymałego materiału chintz. Jest to tkanina bawełniana, która dzięki specjalnemu procesowi uszlachetniania jest trudnopalna. W kontraście do jasnego klosza, połączono tu kwadratową drewnianą kolumnę wykonaną z ciemnego drewna dębowego. Samo drewno jest masywne i zostało poddane misternej obróbce ręcznej. Narożniki kolumny są lekko zaokrąglone, aby uniknąć ostrych krawędzi.  Ogólny obraz stylowej lampy stojącej Elif bezpośrednio emanuje wysoką jakością użytych materiałów. Projekt oraz sama lampa zostały wykonane w Niemczech, dzięki czemu lampa stojąca Elif jest produktem wysokiej jakości made in Germany. Widać to nie tylko w doborze materiałów i wykonania, ale także w drobnych szczegółach.  Przełącznik włączania/wyłączania lampy stojącej nie jest tutaj podłączony do przewodu zasilającego. Minęły czasy, kiedy trzeba było szukać przełącznika. Tutaj obsługa odbywa się bardzo wygodnie za pomocą przełącznika dźwigniowego, który jest bezpośrednio połączony z oprawą. Dzięki korzystnemu położeniu, lampa podłogowa Elif może być nawet obsługiwana bezpośrednio z fotela.   Czy to w nowoczesnych pomieszczeniach, czy też w rustykalnych domach wiejskich, lampa podłogowa Elif doskonale wszędzie pasuje. Stanowi nie tylko niepowtarzalną dekorację wnętrza, ale również zapewnia przyjemną atmosferę po włączeniu, ponieważ światło jest delikatnie emitowane do otoczenia. Idealna jako dodatkowe źródło światła w salonie.    Pobierz:   Instrukcja obsługi                    (1.3 MB) 
185;  Drewniana lampa stojąca Thea z szarym kloszem ;35;"https://lw-cdn.com/images/597197DF792C/k_dabd4091637c83bcee22b110bd1a4c8c;w_353;h_353;q_70/drewniana-lampa-stojaca-thea-z-szarym-kloszem.jpg"; Special Price  609,67zł ;Lampa stojąca Thea z trójnogiem o regulowanej wysokości i filcowym kloszem  Można je znaleźć w wielu nowoczesnych salonach – trójnożne lampy stojące z tekstylnymi abażurami. Lampa stojąca Thea jest wyrobem niemieckiego designu oświetleniowego, utrzymanym w modnej skandynawskiej stylistyce. Zestawiono tu dwa naturalne materiały – drewno i filc, które wspólnie tworzą harmonijną całość. Stabilności nadaje lampie trójnóg wykonany z drewna warstwowego o naturalnym wyglądzie, które zabezpieczono specjalnym przezroczystym lakierem. Trzy nogi przytwierdzone są do aluminiowego korpusu, zapewniającego odpowiednią stateczność. Śruba umieszczona na aluminiowym korpusie pozwala na regulowanie wysokości tej lampy stojącej w zakresie od 140 do 160 cm. Wielkość lampy Thea można więc bez problemu dostosować do indywidualnych upodobań.  Szary filc nałożono tu na folię nośną, która jest trudno zapalna jak materiały budowlane klasy B2. Filc nadaje lampie przyjemny i przytulny wygląd, zwłaszcza gdy prześwituje przez niego światło, a otoczenie zanurza się w domowej atmosferze.  Lampa stojąca wyposażona jest w przełącznik na oprawie w celu ułatwienia obsługi. Pobierz:   Instrukcja obsługi                    (1.6 MB) 
186;  Lampa stojąca Thea z czarno-złotym kloszem ;35;"https://lw-cdn.com/images/3094832E68D9/k_a4285037fd47ad1cd6b44d2ea64c4d17;w_353;h_353;q_70/lampa-stojaca-thea-z-czarno-zlotym-kloszem.jpg"; Special Price  723,50zł ;Doskonałej jakości lampa stojąca Thea z trójnożną drewnianą podstawą i czarno-złotym kloszem  Lampa stojąca Thea z trójnożną podstawą , wykonaną z doskonałej jakości sklejki drewnianej i czarno-złotym kloszem z tkaniny chintz to lampa, która łączy w sobie dwa modne designy. Czarno-złote lampy wszelkiego rodzaju można znaleźć w aktualnych poradnikach wnętrzarskich, podobnie jak trójnożne lampy stołowe i stojące. Połączenie ciemno lakierowanej podstawy ze sklejki i dużego klosza z tkaniny chintz, który na zewnątrz ma prosty czarny kolor, a wewnątrz lśni złotem, sprawia, że ta lampa stojąca, produkowana w Niemczech nie tylko jest odpowiednim obiektem wyposażeniowym w ramach wielu różnych stylów aranżacji, ale także zapewnia niezbędną przytulność w salonie lub sypialni. Kiedy tylko załączymy światło, dzięki refleksom świetlnym pojawiającym się na błyszczącej złotej powierzchni, we wnętrzu klosza pojawia się ekskluzywny blask.  Thea przekonuje nie tylko swą designerską jakością, ale także najlepszą technologią. Pod czarną dekoracyjną tkaniną, z której wykonano klosz, skrywa się folia nośna o jakości B1, która sprawia, że niełatwo ulega ona zapłonowi. Za pomocą śruby regulacyjnej tę lampę stojącą można regulować na wysokość w zakresie od 140 cm do 160 cm wysokości, co pozwala na jej indywidualne dostosowanie do warunków panujących w pomieszczeniu. Przełącznik jest łatwo dostępny, ponieważ jest zamontowany bezpośrednio na lampie.  Pobierz:   Instrukcja obsługi                    (1.6 MB) 
187;  Lampa stojąca LED Marija w kolorze czarnym ;35;"https://lw-cdn.com/images/3EC61C067F86/k_93c7197a8309d4e621bf41040c9c396a;w_353;h_353;q_70/lampa-stojaca-led-marija-w-kolorze-czarnym.jpg"; 1116,99zł ;Nowoczesna lampa stojąca Marija z diodami LED w kolorze czarnym i złotym  Zamontowana centralnie w okrągłej podstawie, zakrzywiona rura z diodami LED wygina się delikatnie w górę. Z nią połączona jest metalowa przesłona w kolorze czarnym, która jest również lekko wygięta i tworzy zdecydowanie rustykalną atmosferę, natomiast tylna strona przesłony jest utrzymana w kolorze złotym. Lampa stojąca LED Marija jest więc elementem przyciągającym wzrok o każdej porze dnia. Oczywiście jest to szczególnie widoczne, gdy światło jest włączone, ponieważ oświetlenie o barwie ciepłej bieli nie tylko oświetla pomieszczenie, ale również kieruje uwagę obserwatora na artystycznie i harmonijnie zaprojektowaną lampę. Ta wąska lampa stojąca Marija idealnie nadaje się do zastosowania w rogu pomieszczenia lub bezpośrednio w pobliżu kompletu wypoczynkowego.  Lampa stojąca może być ściemniana w trzech stopniach.  Pobierz:   Instrukcja obsługi                    (304 KB) 
188;  KARE Salotto lampa podłogowa, regulacja wysokości ;35;"https://lw-cdn.com/images/517A9E384033/k_cecfa5d3a9765ef0aae825f3fbf4372c;w_353;h_353;q_70/kare-salotto-lampa-podlogowa-regulacja-wysokosci.jpg"; 725,12zł ;
189;  Luceplan Counterbalance lampa stojąca LED, czarna ;35;"https://lw-cdn.com/images/6D1F54EFDEE5/k_24339dcf5e8aae1259d0a8e5a03ce260;w_353;h_353;q_70/luceplan-counterbalance-lampa-stojaca-led-czarna.jpg"; Special Price  2344,63zł ;"Lampa podłogowa LED o regulowanej wysokości Przeciwwaga z Luceplanu  Purystycznie zaprojektowana przeciwwaga lampy podłogowej LED korzysta ze specjalnego mechanizmu przesuwnego, który pozwala na płynną regulację wysokości aluminiowej głowicy oprawy w kształcie maski na całej długości pręta. Głowica posiada jeszcze jedną szczególną cechę, a mianowicie przełącznik ściemniacza, który umożliwia regulację światła w trzech stopniach: 0 procent, 50 procent, 100 procent.   Głowica jest również bardzo elastyczna w kierunku poziomym; można ją przechylać o 90° i obracać o 360°. Przeciwwaga oferuje więc największą możliwą elastyczność, której na pierwszy rzut oka nie można zakładać w przypadku tej bardzo prosto skonstruowanej oprawy. "
190;  Estetyczna lampa stojąca Costanza ;35;"https://lw-cdn.com/images/ADF06DF72389/k_80000ebd6b54f7057f281e48ffacde6e;w_353;h_353;q_70/estetyczna-lampa-stojaca-costanza.jpg"; Special Price  1608,86zł ;Costanza - lampa stojąca o nowoczesnej elegancji ze ściemniaczem  Estetyczna i treściwa lampa stojąca Costanza została zaprojektowana w 1986 roku przez Paolo Rizzatto, który postawił na to, co najważniejsze, a mianowicie prostokątną oprawę z aluminium i stożkowy klosz z białego poliwęglanu. Klosz jest przymocowany do oprawy za pomocą dwóch uchwytów i kołysze się, gdy się do poruszy, ale nie spada. Teleskopowa podstawa pozwala na regulację wysokości w zakresie od 120 cm do 160 cm, z kolei ściemniacz dotykowy pozwala na dostosowanie jasności światła do sytuacji.  
191;  Elastyczna lampa stojąca Tolomeo Reading Floor ;35;"https://lw-cdn.com/images/4F6408D0C211/k_c5d8a9d1ba94d3a51f15ad99dc1afbba;w_353;h_353;q_70/elastyczna-lampa-stojaca-tolomeo-reading-floor.jpg"; Special Price  1286,91zł ;Perfekcyjna lampka do czytania z nagrodzonym włoskim wzornictwem  Lampa stojąca Tolomeo Lettura należy do unikalnej serii lamp Tolomeo włoskiego producenta lamp Artemide. Perfekcyjnie przemyślana pod względem funkcjonalności i ponadczasowa pod względem wzornictwa. Lampa stojąca jest wyposażona w obudowę z powlekanej aluminium stali i dwa ruchome przeguby. Te przeguby umożliwiają zmienne dopasowanie wysokości i szerokości lampy stojącej. Również wyposażona w przegub, a przez to swobodnie ruchoma i obrotowa jest głowica lampy z matowo anodowanego aluminium. Ta swoboda ruchów sprawia, że lampa stojąca Tolomeo Lettura jest idealną lampą do czytania, niezależnie od tego, czy zostanie ustawiona w gabinecie, czy też obok ulubionego fotela. Włącznik lampy stojącej został umieszczony bezpośrednio na głowicy, dzięki czemu możliwe jest wygodne włączanie i wyłączanie bez konieczności wstawania.   Jedyne w swoim rodzaju wzornictwo, które wywodzi się z końca lat 80-tych i które powstało podczas opracowania lampy biurkowej, jest dziełem dwóch architektów i projektantów, Michele De Lucchi i Giancarlo Fassina. Różne lampy serii Tolomeo zostały nagrodzone i wyróżnione międzynarodowymi nagrodami za wzornictwo. Lampa stojąca Tolomeo Lettura pochodzi z roku 1990 i ze względu na swoją ponadczasową elegancję wciąż stanowi obiekt pożądania. Pobierz:   Instrukcja obsługi                    (1.2 MB) 
192;  MARKET SET Singapour DBL lampa stojąca ;35;"https://lw-cdn.com/images/D8526D6DED5E/k_8f7ee4409147ce0727de2c365b9ae9ca;w_353;h_353;q_70/market-set-singapour-dbl-lampa-stojaca.jpg"; 2317,90zł ;Designerska lampa podłogowa Singapour z atrakcyjnym podwójnym kloszem  Splot rattanowy, z którego wykonany jest wewnętrzny, stożkowy klosz lampy podłogowej Singapour DBL, nadaje tej pięknej lampie dodatkowej niepowtarzalnie azjatycki charakter, który idealnie nadaje się do oświetlania np. kącika wypoczynkowego w salonie. Przy włączonym oświetleniu struktura wikliny efektownie wyróżnia się także pod dwukolorowym kloszem z lnu. Singapour jest wygodnie włączany i wyłączany za pomocą przełącznika nożnego na kablu.  Stylowo zaprojektowana lampa podłogowa, która doda tego czegoś do wielu stylów wnętrz i wniesie przytulną atmosferę do salonów i sypialni.  - Wyposażony w kabel tekstylny  - Projekt: MARKET SET (Francja) 
